Entry Name,SID,Item Group Name,Attribute 1 Name,Attribute 1 Option,Attribute 2 Name,Attribute 2 Option,Attribute 3 Name,Attribute 3 Option,Quantity,Unit,Min Level,Price,Value,Notes,Tags,Primary Folder,Subfolder-level1,Subfolder-level2,Subfolder-level3,Subfolder-level4,Photo1,Photo2,Photo3,Photo4,Photo5,Photo6,Photo7,Photo8,Barcode/QR1-Data,Barcode/QR1-Type,Barcode/QR2-Data,Barcode/QR2-Type
Hive Smith Manuka Honey MGO800+ 250g,S7S1KT0233,,,,,,,,800,units,,0.00,0.0,,,Labels,The Hive Smith Labels,,,,https://lnk.sortly.co/v2/downloads/photo/v2_0YmKMfFdvTjstSDu96u6bTt5Jvxa-zrQecnVoalSsJ7yat72yfoahg==,,,,,,,,"","","",""
Winn 3kg - Pure AU,S7S1KT0118,,,,,,,,42800,units,,0.00,0.0,,,Labels,Winn Labels,,,,https://lnk.sortly.co/v2/downloads/photo/v2_BgDYs-0GgnwsqoILT96uyGs1YlH83M7e1QZV5gyDS9WnaAAwsHyACQ==,,,,,,,,"","","",""
Winn 500g Oval Jar - Pure,S7S1KT0113,,,,,,,,1,units,,0.00,0.0,,,Labels,Winn Labels,,,,https://lnk.sortly.co/v2/downloads/photo/v2_lwXJ-mszFXlth3EWk17HsaYv-Yy8CI_4Igl9NF4KRNKMNd9XNBdH1g==,,,,,,,,"","","",""
Winn 500g Square Jar - Manuka 5+,S7S1KT0110,,,,,,,,1,units,,0.00,0.0,,,Labels,Winn Labels,,,,https://lnk.sortly.co/v2/downloads/photo/v2_MZ3dbF23kC4D8A5AdeD3gEiyMN7D_SQD0X5SnCh1Iw8Ps7owQTBrkg==,https://lnk.sortly.co/v2/downloads/photo/v2_qO9_zL1Atej5xSqpdXNubzGBb-z_GfnZIBFvB1czYr4y6tKlzl9-ww==,,,,,,,"","","",""
14Kg Pail,S7S1KT0053,,,,,,,,0,units,,0.00,0.0,,,Lids,,,,,,,,,,,,,"","","",""
1kg Black Lids for square jars,S7S1KT0174,,,,,,,,41016,units,,0.00,0.0,,,Lids,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_2M4j2KZd0xmLbVQBs5Q9zLAoEgowEFGeNgBU1ShL1TPD8nRfsiigyQ==,,,,,,,,"","","",""
1kg NCI Tub,S7S1KT0056,,,,,,,,408,units,,0.00,0.0,,,Lids,,,,,,,,,,,,,"","","",""
1kg Tub Imported,S7S1KT0060,,,,,,,,59616,units,,0.00,0.0,,,Lids,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_vYByvcBPPBhhTITpwmMk9eUA3sOlofYmC98gCt1h5BHnceF6f8ra1w==,,,,,,,,"","","",""
1kg Value Tub,S7S1KT0055,,,,,,,,912,units,,0.00,0.0,,,Lids,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_sOFzX1doQ5lc3_ZnU3EkIypSGZGKEONm_Bu35pkb8Ocdp09CaFosCw==,,,,,,,,"","","",""
250g Jar Square - Black,S7S1KT0044,,,,,,,,79312,units,,0.00,0.0,,,Lids,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_CeBEQ-xgf_4zcm171_FQdaaREDWgg8NS9xQuO2UM8qhB0HAMatY94A==,,,,,,,,"","","",""
250g Jar Square - White,S7S1KT0043,,,,,,,,12800,units,,0.00,0.0,,,Lids,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_mgqZzghxk_8HHFh7SH-a4fL36tI67rASGKAGJGgR0nGbO_SVdKTdrw==,,,,,,,,"","","",""
29Kg Pail,S7S1KT0058,,,,,,,,77,units,,0.00,0.0,,,Lids,,,,,,,,,,,,,"","","",""
3kg Lid,S7S1KT0059,,,,,,,,72228,units,,0.00,0.0,,,Lids,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_RlSab-wDB3TuZFHfWT_J4ce5kh17QI4aH42Lsyd2RjqoeIaxUuBG6Q==,,,,,,,,"","","",""
500g Jar Oval,S7S1KT0052,,,,,,,,6840,units,,0.00,0.0,,,Lids,,,,,,,,,,,,,"","","",""
500g Jar Round,S7S1KT0051,,,,,,,,36564,units,,0.00,0.0,,,Lids,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_vNU28E7-7uVRpV7yK9_OyTWhS0hvNrdEh-lKL2XAws5WKl_qrY4iMA==,,,,,,,,"","","",""
500g Jar Round - Old,S7S1KT0049,,,,,,,,13485,units,,0.00,0.0,,,Lids,,,,,,,,,,,,,"","","",""
500g Jar Square,S7S1KT0045,,,,,,,,159269,units,,0.00,0.0,,,Lids,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_67x02TpmnAWrw5cP2KqPsmBAdZZYYsxLt4-UDbb8WCWX8CTe2j6BEg==,,,,,,,,"","","",""
500g/360g Squeeze Lids,S7S1KT0050,,,,,,,,133048,units,,0.00,0.0,,,Lids,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_jud1FjVzza6VXK28Pvf06KcBcNWluIBk2dI7GOOs13S3NImhgyJqng==,,,,,,,,"","","",""
700g Jar Round,S7S1KT0054,,,,,,,,0,units,,0.00,0.0,,,Lids,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_swPhbSOrCYx_6UL7b0_wLe2yxaUFYO9CR6F4tpuuHyzaV1gNdGwSKQ==,,,,,,,,"","","",""
Nature Australia 250g White Lids,S7S1KT0161,,,,,,,,2550,units,,0.00,0.0,,,Lids,,,,,https://lnk.sortly.co/v2/downloads/photo/v2_gVpvowfurR1mrSj_ya0P8G4VDVTpEsfH66EPPEx19DKIC3qEO8MCjg==,https://lnk.sortly.co/v2/downloads/photo/v2_anQI7erw1t31B8VmtS9kzOWMVWv2nwlsaSd5FAYBMlsRtuwjSm4LbA==,,,,,,,"","","",""
ALDI - Bramwells Manuka MGO100+,S7S1KT0181,,,,,,,,1750,units,,0.00,0.0,,,Top Inserts,,,,,,,,,,,,,"","","",""
ALDI - Bramwells New 500g,S7S1KT0176,,,,,,,,5536,units,,0.00,0.0,,,Top Inserts,,,,,,,,,,,,,"","","",""
ALDI - Bramwells Yellow Box 360g,S7S1KT0179,,,,,,,,5280,units,,0.00,0.0,,,Top Inserts,,,,,,,,,,,,,"","","",""
Aldi - Bramwells 700g Jar - MB,S7S1KT0108,,,,,,,,3580,units,,0.00,0.0,,,Top Inserts,,,,,,,,,,,,,"","","",""
Aldi - Bramwells Manuka MGO83+SQ Jar,S7S1KT0101,,,,,,,,10,units,,0.00,0.0,,,Top Inserts,,,,,,,,,,,,,"","","",""
Aldi - NovaFarms Raw 360g Sqz - Raw Tray,S7S1KT0116,,,,,,,,36,units,,0.00,0.0,,,Top Inserts,,,,,,,,,,,,,"","","",""
